infectSource,passWay,dailyPic,summary,countRemark,confirmedCount,suspectedCount,curedCount,deadCount,virus,remark1,remark2,remark3,remark4,remark5,generalRemark,abroadRemark,updateTime,recordTime
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播,https://img1.dxycdn.com/2020/0201/693/3394145745204021706-135.png,,,11901,17988,275,259,新型冠状病毒 2019-nCoV,易感人群: 人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期: 一般为 3~7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580571956000,2020-02-02 06:00:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播,https://img1.dxycdn.com/2020/0201/693/3394145745204021706-135.png,,,11901,17988,275,259,新型冠状病毒 2019-nCoV,易感人群: 人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期: 一般为 3~7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580571956000,2020-02-02 06:30:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播,https://img1.dxycdn.com/2020/0201/693/3394145745204021706-135.png,,,11901,17988,275,259,新型冠状病毒 2019-nCoV,易感人群: 人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期: 一般为 3~7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580571956000,2020-02-02 07:00:00
尚不明确,未完全掌握，存在人传人、医务人员感染、一定范围社区传播,https://img1.dxycdn.com/2020/0201/693/3394145745204021706-135.png,总结语：挺住，为中国加油！,"这里是备注的全国总数备注阿未完全掌握，存未完全掌握，存在人传人、医务人员感染、
一定范围社区传播在人传人、医务人员感
一定范围社区传播",13858,200,322,304,新型冠状病毒 2019-nCoV,病毒是否变异：是,疫情是否扩散：是,是否有治愈人数：否,是否已经确定传播途径,,我是表格下的备注，test！121,我是国外总备注，来看我鸭！我就不嘻嘻嘻test1,1580599640000,2020-02-02 07:30:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播,https://img1.dxycdn.com/2020/0201/693/3394145745204021706-135.png,挺住，为中国加油！,、,13858,17988,322,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580601117000,2020-02-02 08:00:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播,https://img1.dxycdn.com/2020/0201/693/3394145745204021706-135.png,,,14411,19544,328,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580602085000,2020-02-02 08:30:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0201/693/3394145745204021706-135.png,,,14411,19544,328,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580604332000,2020-02-02 09:00:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14411,19544,328,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580606845000,2020-02-02 09:30:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14411,19544,328,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580606845000,2020-02-02 10:00:01
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14411,19544,328,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580606845000,2020-02-02 10:30:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14411,19544,333,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580606845000,2020-02-02 11:00:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14411,19544,333,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580606845000,2020-02-02 11:30:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14411,19544,331,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580606845000,2020-02-02 12:00:01
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14413,19544,331,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580620000000,2020-02-02 12:30:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14418,19544,331,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580620000000,2020-02-02 13:30:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14423,19544,331,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580620000000,2020-02-02 14:00:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14423,19544,331,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580620000000,2020-02-02 14:30:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14423,19544,331,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580620000000,2020-02-02 15:00:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14445,19544,336,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580630000000,2020-02-02 15:30:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14445,19544,336,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580630000000,2020-02-02 16:00:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14445,19544,336,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580630000000,2020-02-02 16:30:01
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14481,19544,336,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580630000000,2020-02-02 17:00:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14482,19544,337,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580640000000,2020-02-02 17:30:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14483,19544,339,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580640000000,2020-02-02 18:00:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14483,19544,380,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580640000000,2020-02-02 18:30:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14489,19544,384,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580640000000,2020-02-02 19:00:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14489,19544,397,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580640000000,2020-02-02 19:30:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14489,19544,397,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580640000000,2020-02-02 20:00:01
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14489,19544,406,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580650000000,2020-02-02 20:30:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14489,19544,418,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580650000000,2020-02-02 21:00:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14489,19544,418,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580650000000,2020-02-02 21:30:01
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14489,19544,418,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580650000000,2020-02-02 22:00:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14489,19544,418,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580650000000,2020-02-02 22:30:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14490,19544,433,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580660000000,2020-02-02 23:00:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14490,19544,433,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580660000000,2020-02-02 23:30:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14490,19544,434,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580660000000,2020-02-03 00:00:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14490,19544,434,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580660000000,2020-02-03 00:30:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14490,19544,434,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580660000000,2020-02-03 01:00:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14490,19544,434,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580660000000,2020-02-03 01:30:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14490,19544,434,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580660000000,2020-02-03 02:00:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14490,19544,434,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580660000000,2020-02-03 02:30:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14490,19544,434,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580660000000,2020-02-03 03:00:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14490,19544,434,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580660000000,2020-02-03 03:30:00
野生动物，可能为中华菊头蝠,经呼吸道飞沫传播，亦可通过接触传播，存在粪-口传播可能性,https://img1.dxycdn.com/2020/0202/725/3394327332126027029-135.png,,,14490,19544,434,304,新型冠状病毒 2019-nCoV,易感人群：人群普遍易感。老年人及有基础疾病者感染后病情较重，儿童及婴幼儿也有发病,潜伏期：一般为 3～7 天，最长不超过 14 天，潜伏期内存在传染性,,,,疑似病例数来自国家卫健委数据，目前为全国数据，未分省市自治区等,,1580660000000,2020-02-03 04:00:00
